Gender,Money,Recency,Frequency,Age,cat_Children,cat_Teen,cat_Cooking,cat_DIY,cat_Reference,cat_Art,Purchase_Secret_of_Italian_k,Purchase_Atlas_of_Italy,Purchase_Italian_Art,Buy
F,182,14,2,20,0,1,0,0,0,0,0,0,0,0
M,160,10,6,28,1,1,1,1,1,0,0,0,0,1
F,189,28,11,88,4,1,4,0,0,1,1,0,0,0
F,261,18,1,18,0,0,1,0,0,0,0,0,0,0
M,51,34,2,38,0,0,0,0,1,0,0,0,0,0
F,196,16,4,38,2,0,0,2,0,0,0,0,0,0
M,245,6,7,34,2,0,2,1,0,0,0,0,0,0
M,136,12,2,16,0,1,0,1,0,0,0,0,0,0
M,111,14,1,14,0,0,1,0,0,0,0,0,0,0
F,258,14,7,44,0,2,3,0,0,0,1,0,0,0
F,445,26,11,48,1,2,4,1,0,1,0,0,0,0
M,148,8,1,8,0,0,1,0,0,0,0,0,0,0
F,179,14,6,36,0,1,4,0,0,0,0,0,0,0
F,247,24,2,26,1,0,1,0,0,0,0,0,0,0
M,46,10,1,10,1,0,0,0,0,0,0,0,0,0
F,303,2,2,6,0,0,1,0,0,0,0,0,0,0
M,137,22,2,30,0,1,1,0,0,0,0,0,0,0
M,123,12,2,16,1,0,0,0,1,0,0,1,0,1
F,310,12,1,12,0,1,0,0,0,0,0,0,0,0
F,210,10,12,42,4,1,5,0,0,2,0,0,0,0
F,118,8,2,10,0,0,1,0,0,0,0,0,0,0
F,350,26,4,44,1,0,1,0,1,0,1,0,0,0
M,283,12,1,12,1,0,0,0,0,0,0,0,0,0
F,371,16,9,48,3,0,4,0,0,0,1,0,0,0
F,329,12,8,36,1,2,1,0,1,0,0,0,0,0
M,288,14,2,20,0,1,0,1,0,0,0,0,0,0
F,284,16,2,20,0,0,1,0,0,0,0,0,0,0
F,128,8,1,8,1,0,0,0,0,0,0,0,0,0
F,185,14,1,14,0,0,0,0,0,0,0,0,0,0
F,286,4,1,4,0,0,0,1,0,0,0,0,0,0
F,273,2,1,2,0,0,1,0,0,0,0,0,0,0
F,284,20,4,34,1,0,1,1,0,0,0,0,0,0
F,142,16,1,16,0,0,1,0,0,0,0,0,0,0
M,199,16,5,36,0,0,3,0,0,1,0,0,0,0
M,289,36,4,46,0,1,0,0,1,0,0,1,0,0
F,297,16,1,16,1,0,0,0,0,0,0,0,0,0
F,70,14,2,18,0,0,1,0,0,0,0,0,0,0
F,202,2,11,46,2,1,3,3,1,1,1,0,1,0
F,317,2,5,26,1,0,3,1,0,0,0,0,0,0
M,260,2,1,2,0,0,0,0,0,0,0,0,0,0
F,51,14,3,28,1,0,1,0,1,0,1,0,0,0
M,121,10,1,10,0,0,0,0,0,0,0,0,0,0
F,150,10,4,22,0,1,1,1,1,0,1,1,0,0
M,165,4,5,14,2,0,1,0,1,0,0,0,0,1
F,48,14,3,30,0,0,0,0,1,1,0,0,0,1
F,350,4,5,16,0,0,3,0,0,0,1,0,0,0
F,235,14,1,14,0,0,1,0,0,0,0,0,0,0
M,218,4,2,6,2,0,0,0,0,0,0,0,0,1
F,193,16,1,16,0,0,1,0,0,0,0,0,0,0
F,188,12,1,12,0,0,1,0,0,0,0,0,0,0
F,210,10,2,12,0,0,0,0,2,0,0,1,0,0
F,158,16,1,16,0,0,0,1,0,0,0,0,0,0
F,316,32,2,36,0,1,0,1,0,0,0,0,0,0
F,25,10,1,10,1,0,0,0,0,0,0,0,0,0
F,246,10,2,16,0,0,0,0,1,0,0,0,0,0
M,162,20,1,20,1,0,0,0,0,0,0,0,0,0
M,168,36,2,44,1,0,1,0,0,0,0,0,0,0
F,79,8,5,32,1,1,1,0,0,1,0,0,0,0
M,273,10,2,12,2,0,0,0,0,0,0,0,0,1
M,281,14,1,14,0,0,1,0,0,0,0,0,0,0
F,221,4,1,4,0,0,0,0,1,0,0,0,0,0
F,390,10,11,32,2,1,2,2,0,1,0,0,0,0
M,69,4,2,8,1,0,0,1,0,0,0,0,0,0
F,107,8,1,8,1,0,0,0,0,0,0,0,0,0
F,154,4,10,44,3,2,3,0,2,0,1,1,0,0
F,442,8,12,76,2,2,3,1,2,1,0,0,0,0
F,171,16,2,22,0,0,0,0,1,0,0,0,0,1
F,189,4,8,40,1,3,1,1,0,1,0,0,0,0
F,180,12,2,14,1,0,1,0,0,0,0,0,0,0
F,170,16,1,16,0,1,0,0,0,0,0,0,0,0
F,169,14,11,40,0,3,3,2,0,2,0,0,0,0
M,94,2,2,10,0,0,1,0,0,1,0,0,0,0
F,310,18,1,18,1,0,0,0,0,0,0,0,0,0
F,212,16,1,16,1,0,0,0,0,0,0,0,0,0
M,270,8,1,8,0,0,0,0,0,1,0,0,0,0
M,68,10,2,18,1,0,1,0,0,0,0,0,0,0
M,174,16,9,56,2,0,2,3,1,0,1,0,0,0
F,127,10,2,14,2,0,0,0,0,0,0,0,0,0
F,208,2,7,26,1,0,2,1,0,1,0,0,0,0
F,159,36,1,36,1,0,0,0,0,0,0,0,0,0
F,250,10,1,10,1,0,0,0,0,0,0,0,0,1
M,197,16,1,16,0,1,0,0,0,0,0,0,0,0
M,178,10,7,52,2,0,2,0,1,1,0,0,0,0
F,235,10,9,40,3,0,1,1,0,1,0,0,0,1
F,125,4,1,4,1,0,0,0,0,0,0,0,0,0
M,100,22,2,26,0,0,0,1,0,1,0,0,0,1
F,41,8,1,8,0,0,0,0,1,0,0,0,0,1
M,366,10,10,38,3,1,4,0,0,1,0,0,0,0
F,327,10,10,60,4,2,1,0,1,0,0,0,0,1
F,310,14,4,24,1,0,1,1,0,1,0,0,0,0
F,249,6,12,60,3,0,5,0,3,0,0,0,0,0
F,119,8,1,8,0,0,0,1,0,0,0,0,0,0
F,30,8,2,14,0,0,1,0,0,0,0,0,0,0
F,126,16,8,48,2,1,1,2,0,0,1,0,0,0
M,130,36,2,38,0,0,1,0,0,1,0,0,1,0
F,76,20,1,20,0,0,0,1,0,0,0,0,0,0
F,335,8,11,52,2,2,4,1,0,1,1,0,1,0
M,274,34,2,40,1,0,0,1,0,0,0,0,0,0
M,252,12,2,18,0,0,0,0,2,0,0,0,0,1
F,161,8,4,24,1,0,0,1,0,1,0,0,0,0
F,299,12,3,26,0,0,0,1,0,0,0,0,0,0
F,146,4,1,4,0,0,0,0,0,0,0,0,0,0
F,287,22,2,30,0,0,1,0,0,1,0,0,0,0
F,264,10,1,10,0,0,0,0,0,1,0,0,0,0
F,222,2,2,6,1,0,0,0,1,0,0,0,0,1
M,294,10,3,20,0,2,0,0,1,0,0,0,0,0
M,431,28,12,68,3,0,3,0,2,1,1,1,1,0
F,135,16,8,60,3,1,0,1,0,2,0,0,1,0
F,148,16,1,16,0,0,1,0,0,0,0,0,0,0
F,125,14,2,16,0,1,0,0,0,1,0,0,0,0
F,247,14,4,26,2,0,1,0,0,0,0,0,0,0
M,242,10,3,26,1,1,0,0,0,0,0,0,0,0
M,227,12,1,12,0,0,0,0,0,1,0,0,0,0
F,87,32,2,40,1,0,0,0,0,0,0,0,0,0
F,35,18,1,18,0,0,0,1,0,0,0,0,0,0
F,85,14,2,18,0,0,1,1,0,0,0,0,0,0
F,286,34,2,40,2,0,0,0,0,0,0,0,0,0
M,348,18,4,40,2,0,0,0,0,1,0,0,0,0
F,19,14,1,14,0,0,0,1,0,0,0,0,0,0
M,230,10,2,14,1,0,0,1,0,0,0,0,0,0
F,296,6,1,6,0,0,0,1,0,0,0,0,0,0
F,244,10,1,10,0,0,0,0,1,0,0,0,0,0
F,140,2,1,2,1,0,0,0,0,0,0,0,0,1
F,104,8,2,16,0,0,1,0,0,0,0,0,0,0
M,301,28,2,32,1,0,0,0,0,1,0,0,0,0
F,307,24,9,46,3,2,0,2,2,0,0,0,0,0
M,59,14,2,22,1,0,0,1,0,0,0,0,0,0
F,91,10,2,12,0,0,1,0,1,0,0,0,0,0
F,315,12,9,46,3,1,1,2,1,1,0,0,0,0
M,45,12,1,12,0,1,0,0,0,0,0,0,0,0
F,299,12,1,12,0,0,0,1,0,0,0,0,0,0
F,221,8,9,30,1,1,2,1,2,1,1,1,1,1
F,201,8,1,8,0,0,1,0,0,0,0,0,0,0
M,236,4,1,4,0,0,1,0,0,0,0,0,0,0
F,193,16,2,20,1,0,0,0,0,1,0,0,0,0
M,238,26,5,42,3,0,0,2,0,0,0,0,0,0
F,297,20,11,60,2,2,2,1,1,2,0,0,0,0
F,275,2,1,2,0,0,0,1,0,0,0,0,0,0
F,204,4,4,16,1,0,2,0,0,0,1,0,0,0
F,249,16,1,16,0,0,0,0,0,1,0,0,0,0
F,262,12,2,16,0,0,0,1,0,1,0,0,0,0
F,237,30,3,44,1,1,0,0,0,0,0,0,0,0
F,18,30,1,30,0,0,1,0,0,0,0,0,0,0
F,81,6,2,14,2,0,0,0,0,0,0,0,0,0
F,49,14,2,18,0,0,1,0,0,1,0,0,0,0
F,284,14,2,22,0,1,1,0,0,0,0,0,0,0
F,86,12,2,16,2,0,0,0,0,0,0,0,0,0
F,225,6,3,12,0,0,1,1,0,0,0,0,0,0
F,193,10,2,14,0,1,1,0,0,0,0,0,0,0
F,112,36,1,36,0,0,1,0,0,0,0,0,0,0
F,331,10,7,48,1,0,1,0,0,2,1,0,1,1
M,253,10,1,10,0,0,0,1,0,0,0,0,0,0
M,277,14,1,14,0,0,1,0,0,0,0,0,0,0
M,274,32,6,52,3,1,1,0,0,1,0,0,0,0
F,121,14,6,36,1,0,2,2,0,1,1,0,0,0
M,140,24,5,48,0,0,1,3,1,0,0,0,0,0
F,167,12,1,12,0,0,0,0,0,1,0,0,0,0
M,45,14,2,22,0,0,0,0,1,0,0,0,0,1
F,254,4,11,46,1,0,4,3,1,0,1,1,0,0
F,49,10,2,14,0,0,0,1,0,0,0,0,0,0
F,265,10,4,26,1,0,1,1,0,1,0,0,0,0
F,364,4,6,30,1,3,0,1,0,0,0,0,0,0
F,57,6,1,6,0,0,1,0,0,0,0,0,0,0
M,235,16,2,24,1,1,0,0,0,0,0,0,0,0
F,59,16,1,16,1,0,0,0,0,0,0,0,0,0
F,149,6,3,18,0,0,0,1,1,0,0,0,0,0
M,272,14,1,14,0,0,0,0,0,1,0,0,0,0
F,232,8,1,8,0,0,0,0,0,0,0,0,0,0
F,320,10,12,38,2,1,3,2,2,2,0,0,0,0
F,99,16,1,16,0,0,0,1,0,0,0,0,0,0
F,260,18,2,24,0,1,1,0,0,0,1,0,0,0
F,236,2,1,2,0,0,0,0,1,0,0,0,0,0
M,75,14,3,30,1,0,1,0,1,0,0,0,0,0
F,294,24,2,30,0,0,1,0,1,0,0,0,0,0
F,281,10,9,48,2,0,4,0,1,0,0,0,0,0
F,215,4,3,20,1,0,1,1,0,0,0,0,0,0
F,153,2,3,12,1,0,0,0,1,1,0,0,0,0
F,58,14,2,18,0,0,1,0,0,1,0,0,0,0
M,87,14,1,14,0,0,0,0,0,0,0,0,0,0
F,137,12,2,18,0,0,0,0,0,0,0,0,0,0
F,30,6,2,8,0,1,0,0,0,0,0,0,0,0
F,177,10,2,14,1,0,0,1,0,0,0,0,0,0
M,221,24,10,72,4,1,2,1,0,0,0,0,0,0
M,35,10,2,16,0,0,0,2,0,0,0,0,0,0
F,302,6,5,20,1,0,3,0,0,1,0,0,0,0
M,105,12,7,36,3,0,1,0,0,1,0,0,0,0
M,226,26,11,88,0,0,6,2,0,2,1,0,1,0
M,309,4,2,8,0,0,1,0,0,0,0,0,0,1
M,145,14,2,16,0,0,2,0,0,0,0,0,0,0
F,138,22,1,22,1,0,0,0,0,0,0,0,0,0
F,195,12,2,16,0,0,0,0,1,0,0,0,0,0
M,185,4,1,4,0,0,0,1,0,0,0,0,0,0
F,79,12,1,12,0,1,0,0,0,0,0,0,0,0
F,109,32,1,32,0,0,0,1,0,0,0,0,0,0
M,138,12,1,12,0,0,1,0,0,0,0,0,0,0
F,304,12,1,12,0,0,1,0,0,0,0,0,0,0
F,280,10,1,10,1,0,0,0,0,0,0,0,0,1
F,187,2,3,14,2,0,0,0,0,0,0,0,0,0
F,101,16,2,22,0,0,2,0,0,0,0,0,0,0
F,221,16,1,16,0,0,0,0,1,0,0,0,0,0
M,254,28,2,30,0,0,0,0,1,1,0,0,0,0
F,244,12,1,12,0,0,1,0,0,0,0,0,0,0
M,90,4,1,4,0,0,0,0,0,0,0,0,0,1
M,217,6,2,10,1,0,0,0,0,1,0,0,0,0
F,372,16,11,50,2,1,4,1,1,1,0,0,0,0
F,396,4,9,24,1,4,2,1,0,0,0,0,0,0
M,147,14,1,14,0,0,0,0,1,0,0,0,0,0
F,98,12,1,12,0,0,0,0,0,1,0,0,0,0
F,259,12,3,22,2,0,0,0,0,0,0,0,0,0
F,58,10,2,16,0,0,2,0,0,0,1,0,0,0
F,204,2,1,2,0,0,1,0,0,0,0,0,0,0
F,175,28,6,46,0,0,1,3,1,1,0,0,0,0
F,261,10,6,26,2,0,3,0,0,0,0,0,0,0
F,161,10,9,52,2,2,3,1,0,0,1,0,0,0
F,317,6,5,20,1,1,1,0,0,1,0,0,0,0
F,65,12,1,12,0,0,1,0,0,0,0,0,0,0
M,53,14,1,14,1,0,0,0,0,0,0,0,0,0
F,401,4,9,56,2,2,1,0,1,1,0,0,0,0
F,179,4,1,4,0,0,0,0,0,0,0,0,0,0
M,331,4,7,28,3,0,2,0,0,2,1,0,1,1
F,288,4,1,4,1,0,0,0,0,0,0,0,0,0
F,309,4,2,10,0,0,0,0,0,1,0,0,0,0
M,261,10,1,10,0,1,0,0,0,0,0,0,0,0
F,374,8,5,36,3,0,1,0,0,0,1,0,0,0
F,134,12,6,34,1,0,2,1,0,1,1,0,1,0
M,289,28,1,28,0,0,1,0,0,0,0,0,0,0
M,151,14,6,32,0,0,3,2,0,0,1,0,0,0
M,178,26,8,56,1,1,2,0,0,2,1,0,1,0
F,112,10,2,12,0,1,1,0,0,0,0,0,0,0
F,380,18,9,48,1,2,4,0,1,0,0,0,0,0
F,230,22,2,26,1,0,0,0,0,0,0,0,0,0
F,62,8,1,8,0,0,1,0,0,0,0,0,0,0
F,266,34,2,40,0,0,0,0,0,1,0,0,0,0
F,294,28,1,28,0,0,0,0,0,1,0,0,0,0
F,81,10,1,10,0,0,0,0,0,0,0,0,0,0
F,328,12,9,46,3,0,3,2,0,0,0,0,0,0
F,312,8,2,10,0,0,0,1,0,0,0,0,0,1
F,130,32,2,34,0,0,0,0,1,1,0,0,0,1
F,310,10,2,14,0,0,1,1,0,0,0,0,0,0
F,354,14,9,46,2,2,0,2,1,2,0,1,1,0
F,195,2,2,8,0,0,0,1,0,0,0,0,0,0
F,306,14,2,20,1,0,1,0,0,0,1,0,0,0
M,313,16,1,16,0,0,1,0,0,0,0,0,0,0
F,169,10,2,18,1,0,0,0,0,0,0,0,0,0
F,182,10,1,10,1,0,0,0,0,0,0,0,0,0
F,242,4,1,4,0,0,0,0,1,0,0,0,0,0
F,128,10,2,16,1,0,0,1,0,0,0,0,0,0
F,234,12,1,12,0,0,0,1,0,0,0,0,0,0
M,277,30,11,78,2,0,1,1,2,2,0,0,0,1
F,49,4,3,14,3,0,0,0,0,0,0,0,0,0
F,80,8,2,12,1,0,1,0,0,0,0,0,0,0
F,244,2,2,8,0,0,0,1,0,0,0,0,0,0
F,306,10,2,16,0,0,0,0,0,1,0,0,0,0
F,178,24,3,32,0,2,1,0,0,0,0,0,0,0
M,164,10,9,46,0,2,3,0,0,0,1,0,0,1
F,152,16,1,16,0,0,0,0,0,1,0,0,0,0
F,321,4,8,44,2,1,2,2,0,1,1,0,1,0
M,29,4,1,4,0,1,0,0,0,0,0,0,0,0
F,220,16,2,24,1,0,0,1,0,0,0,0,0,0
F,195,6,11,58,3,1,1,3,1,0,0,0,0,0
F,207,10,12,50,3,1,6,0,0,1,1,0,0,0
F,292,32,2,40,0,0,0,1,0,1,0,0,1,0
F,301,14,2,20,0,0,1,0,0,0,0,0,0,0
F,215,2,8,36,0,1,0,0,1,3,0,0,0,1
F,401,22,7,56,0,3,2,0,0,1,1,0,1,0
M,42,14,1,14,1,0,0,0,0,0,0,0,0,0
F,444,36,12,62,3,3,2,0,1,1,1,0,0,0
F,195,6,2,10,1,0,0,0,1,0,0,0,0,0
M,151,30,1,30,0,0,0,1,0,0,0,0,0,0
F,389,30,8,54,1,0,4,1,0,0,0,0,0,0
F,319,8,2,10,1,0,0,0,0,0,0,0,0,0
F,172,14,5,38,0,0,1,2,0,1,1,0,1,1
F,45,30,2,36,0,1,0,0,1,0,0,0,0,0
M,208,16,12,44,3,0,4,0,1,2,0,0,0,0
F,399,10,12,74,2,2,5,0,2,0,0,0,0,0
F,139,2,2,8,0,1,1,0,0,0,0,0,0,0
M,285,16,4,28,0,0,3,0,0,0,0,0,0,1
M,300,2,6,30,2,0,2,1,0,1,0,0,0,0
F,214,16,2,24,1,0,0,0,0,0,0,0,0,0
F,184,26,8,58,2,1,2,0,1,2,1,1,1,0
F,353,16,7,36,3,0,1,0,1,1,1,1,1,1
M,262,18,2,22,0,0,0,0,1,0,0,0,0,0
F,197,14,1,14,1,0,0,0,0,0,0,0,0,0
F,240,20,1,20,1,0,0,0,0,0,0,0,0,0
M,175,4,7,26,1,1,1,0,2,0,0,1,0,0
F,250,16,4,36,1,0,2,1,0,0,1,0,0,0
F,202,12,2,16,0,0,1,0,0,1,0,0,0,0
M,386,6,11,36,4,0,1,0,0,2,0,0,0,1
M,118,14,1,14,0,0,1,0,0,0,0,0,0,0
M,33,10,2,16,0,0,1,0,0,1,0,0,0,0
M,237,14,1,14,1,0,0,0,0,0,0,0,0,0
F,94,22,6,42,0,1,1,2,1,1,0,0,0,0
F,428,2,9,22,2,1,1,0,0,2,0,0,0,1
F,271,14,1,14,1,0,0,0,0,0,0,0,0,0
F,396,12,12,68,6,0,3,0,0,2,1,0,1,1
F,253,8,3,24,1,0,0,0,0,1,0,0,0,0
M,228,2,8,24,1,1,4,1,0,1,0,0,0,0
F,224,14,2,20,1,0,1,0,0,0,1,0,0,0
M,42,10,2,16,1,1,0,0,0,0,0,0,0,0
M,208,4,1,4,0,0,1,0,0,0,0,0,0,0
M,171,16,5,44,1,1,1,1,0,0,0,0,0,0
F,141,10,1,10,0,0,1,0,0,0,0,0,0,0
F,25,2,1,2,0,1,0,0,0,0,0,0,0,0
F,158,18,7,34,1,1,1,0,0,1,0,0,0,0
M,253,2,1,2,0,0,1,0,0,0,0,0,0,0
M,368,14,7,32,1,1,2,0,2,1,1,1,0,0
F,259,14,9,32,0,0,3,1,3,1,1,1,1,1
F,196,24,1,24,0,0,0,0,0,0,0,0,0,0
F,233,10,2,18,0,0,2,0,0,0,1,0,0,0
F,148,16,5,30,0,0,3,0,1,0,1,0,0,0
M,52,16,2,22,1,1,0,0,0,0,0,0,0,0
M,96,8,1,8,0,0,1,0,0,0,0,0,0,0
F,148,10,8,36,1,0,3,0,1,1,0,0,0,0
F,172,6,1,6,1,0,0,0,0,0,0,0,0,0
F,319,32,2,36,1,1,0,0,0,0,0,0,0,0
F,258,14,5,36,0,0,4,0,1,0,0,0,0,0
F,40,14,1,14,0,1,0,0,0,0,0,0,0,0
M,315,4,10,26,2,0,2,0,5,0,0,0,0,1
M,262,10,1,10,0,0,0,0,0,0,0,0,0,0
F,177,16,1,16,1,0,0,0,0,0,0,0,0,0
F,377,8,11,36,3,2,3,0,0,1,1,0,1,1
F,122,16,1,16,0,1,0,0,0,0,0,0,0,0
F,254,18,10,74,2,2,3,2,0,1,1,0,0,0
M,307,10,12,58,4,1,4,0,2,0,0,0,0,1
M,349,4,9,54,2,1,1,1,2,0,0,0,0,0
M,103,8,1,8,1,0,0,0,0,0,0,0,0,1
F,204,14,2,22,0,0,1,0,0,0,0,0,0,1
M,252,16,7,54,0,2,3,1,0,0,1,0,0,0
M,411,10,10,48,1,3,2,2,0,0,0,0,0,0
F,129,22,1,22,1,0,0,0,0,0,0,0,0,0
F,239,8,7,30,1,0,4,0,0,1,1,0,1,0
M,129,12,1,12,0,0,1,0,0,0,0,0,0,0
F,266,12,6,44,2,0,1,1,0,1,0,0,0,0
M,231,16,1,16,0,0,0,0,0,0,0,0,0,0
F,216,16,4,38,0,1,0,1,1,0,0,0,0,0
F,453,14,12,82,1,1,3,1,3,0,1,1,0,0
F,161,10,1,10,0,0,0,0,0,1,0,0,0,1
F,265,32,3,46,1,0,0,1,0,0,0,0,0,0
F,266,14,5,26,0,0,1,1,1,0,0,0,0,0
F,91,16,2,18,0,0,1,0,0,1,0,0,0,0
F,240,12,1,12,0,0,1,0,0,0,0,0,0,0
F,296,10,9,58,0,2,2,1,1,2,0,0,0,0
F,419,8,10,50,4,1,2,2,0,0,1,0,0,0
M,187,10,7,30,1,1,1,0,1,1,0,0,0,1
F,273,12,3,24,0,1,0,2,0,0,0,0,0,0
M,221,18,1,18,0,1,0,0,0,0,0,0,0,0
F,165,14,2,16,1,0,0,0,0,0,0,0,0,0
F,159,8,1,8,0,0,1,0,0,0,0,0,0,0
M,271,10,2,18,2,0,0,0,0,0,0,0,0,0
F,295,16,5,32,1,0,0,0,2,0,0,0,0,0
F,188,34,2,40,0,1,0,0,0,1,0,0,0,0
M,95,10,2,14,2,0,0,0,0,0,0,0,0,0
M,130,16,1,16,0,0,0,0,0,0,0,0,0,0
F,183,16,4,24,1,1,0,1,0,0,0,0,0,0
M,263,26,2,28,0,0,0,2,0,0,0,0,0,0
F,330,6,9,26,3,0,3,2,0,0,0,0,0,0
F,278,12,2,18,0,0,1,0,0,0,0,0,0,0
F,49,4,1,4,1,0,0,0,0,0,0,0,0,0
M,165,2,11,48,1,0,3,2,0,0,1,0,0,1
F,163,10,1,10,0,0,1,0,0,0,0,0,0,0
F,128,20,6,40,2,0,1,1,0,0,1,0,0,0
F,90,24,2,32,1,0,0,0,1,0,0,0,0,0
M,173,6,2,14,1,0,0,0,1,0,0,0,0,0
F,257,2,8,30,1,1,2,1,0,0,1,0,0,0
M,160,14,5,30,1,1,1,1,0,1,0,0,0,0
F,169,6,2,8,0,0,1,0,1,0,0,0,0,0
M,314,10,5,24,2,0,1,0,0,0,0,0,0,0
F,198,4,4,20,1,0,2,1,0,0,0,0,0,0
F,306,16,2,20,1,0,0,1,0,0,0,0,0,0
F,66,10,1,10,0,0,1,0,0,0,0,0,0,1
F,139,16,2,18,0,1,1,0,0,0,0,0,0,0
F,311,14,6,42,0,1,1,2,0,1,0,0,0,0
F,317,6,5,22,0,0,1,1,1,0,0,0,0,0
F,318,14,9,66,5,1,0,0,0,1,0,0,0,1
F,116,2,3,16,1,0,1,0,0,0,0,0,0,0
M,228,4,8,32,1,0,2,3,0,0,1,0,0,0
M,100,8,1,8,1,0,0,0,0,0,0,0,0,0
F,365,14,5,34,1,0,1,0,1,1,0,0,0,0
F,251,8,6,44,1,1,1,1,1,0,1,0,0,0
F,399,16,12,42,2,1,5,0,2,0,0,0,0,0
F,442,16,11,70,3,0,3,1,3,1,1,1,0,0
F,247,20,4,30,1,0,0,0,0,1,0,0,0,0
M,320,14,11,40,1,1,2,2,1,2,0,0,0,0
M,73,18,1,18,1,0,0,0,0,0,0,0,0,0
F,288,22,1,22,0,0,1,0,0,0,0,0,0,0
M,270,28,7,56,3,1,1,0,1,1,0,0,0,0
M,228,14,1,14,0,0,0,0,0,0,0,0,0,0
F,213,14,10,60,2,3,0,1,0,1,0,0,1,0
F,211,4,12,66,3,2,4,0,1,1,0,0,0,0
M,249,6,6,22,2,0,1,0,1,1,1,1,1,1
M,194,12,10,62,3,1,3,1,1,0,0,0,0,0
F,413,34,9,74,3,0,1,1,0,2,0,0,0,0
F,63,16,4,30,1,0,1,0,1,1,0,0,0,0
M,348,10,4,24,2,0,1,0,1,0,0,0,0,0
F,343,4,12,50,4,0,4,2,0,1,0,0,0,0
F,136,8,2,14,1,0,0,1,0,0,0,0,0,0
M,212,12,11,56,4,0,2,2,0,0,1,0,0,0
M,389,12,10,62,3,0,2,1,1,0,0,0,0,0
F,307,10,3,16,0,0,1,0,0,2,0,0,0,0
M,194,4,12,62,2,1,3,2,1,2,1,0,1,1
F,299,14,2,16,0,0,0,2,0,0,0,0,0,0
F,129,14,1,14,1,0,0,0,0,0,0,0,0,0
F,124,10,8,54,2,0,4,0,0,1,0,0,0,0
F,276,10,8,42,5,0,1,1,0,0,0,0,0,0
F,273,2,2,10,0,0,0,0,0,1,0,0,0,0
F,308,16,1,16,0,0,0,0,0,1,0,0,0,0
M,347,30,12,70,0,1,5,1,3,2,0,0,0,0
F,206,16,1,16,0,0,0,0,0,1,0,0,0,0
F,397,4,11,60,4,0,3,1,0,1,0,0,0,0
F,162,12,2,14,0,0,1,0,0,0,0,0,0,0
F,365,2,6,26,0,0,1,4,0,1,0,0,0,0
F,25,6,1,6,0,0,1,0,0,0,0,0,0,0
F,121,6,4,16,0,0,0,1,1,1,0,0,0,0
M,241,8,3,16,0,1,0,1,0,0,0,0,0,0
F,274,14,11,68,4,1,2,1,0,1,1,0,1,0
M,251,4,8,32,2,0,3,1,0,1,0,0,0,0
M,176,6,7,20,2,1,2,0,0,0,1,0,0,0
F,322,12,8,36,3,1,1,1,0,0,1,0,0,0
F,99,10,3,22,0,1,1,1,0,0,1,0,0,0
M,95,8,2,16,0,0,1,1,0,0,0,0,0,0
F,15,12,1,12,1,0,0,0,0,0,0,0,0,0
M,347,16,8,42,3,0,2,2,0,1,0,0,0,0
F,352,14,10,62,3,1,1,1,0,2,0,0,0,0
F,182,4,10,34,4,2,0,1,0,1,0,0,0,0
M,251,12,7,54,2,0,3,1,0,1,0,0,0,0
M,180,8,10,66,1,0,5,2,2,0,0,0,0,0
F,420,4,9,56,2,2,1,3,0,1,1,0,1,0
F,375,8,8,52,3,1,0,1,1,1,0,0,0,0
F,146,14,2,16,1,0,0,0,0,0,0,0,0,0
M,157,12,2,20,2,0,0,0,0,0,0,0,0,0
F,335,4,6,32,0,1,0,1,1,3,0,0,1,1
F,230,36,2,44,0,0,1,0,0,0,0,0,0,0
M,238,12,4,22,2,1,0,0,1,0,0,0,0,0
F,295,8,2,10,1,0,1,0,0,0,0,0,0,0
F,247,22,12,60,3,1,3,1,2,0,0,0,0,0
M,427,30,9,78,3,0,3,0,2,1,0,0,0,0
F,201,6,1,6,0,0,0,1,0,0,0,0,0,0
F,123,16,1,16,0,0,0,0,0,1,0,0,0,0
F,129,14,2,16,0,0,1,0,1,0,0,0,0,0
F,314,2,2,4,0,1,1,0,0,0,0,0,0,0
F,281,8,1,8,1,0,0,0,0,0,0,0,0,0
F,83,24,2,32,0,0,1,0,1,0,0,0,0,0
F,359,14,10,34,1,3,2,1,1,0,0,0,0,0
M,64,6,2,8,0,0,0,0,1,0,0,0,0,0
F,68,2,1,2,1,0,0,0,0,0,0,0,0,0
F,293,20,1,20,0,1,0,0,0,0,0,0,0,0
M,54,12,2,18,0,0,1,1,0,0,0,0,0,0
F,41,16,1,16,0,0,1,0,0,0,0,0,0,0
M,251,12,1,12,0,1,0,0,0,0,0,0,0,0
F,204,2,8,48,5,0,0,1,0,2,0,0,0,0
M,95,2,1,2,0,0,1,0,0,0,0,0,0,0
F,176,34,1,34,0,0,1,0,0,0,0,0,0,0
M,254,28,1,28,0,0,0,0,0,1,0,0,0,0
M,126,28,1,28,0,0,0,0,0,0,0,0,0,0
F,314,6,2,8,0,0,0,1,0,0,0,0,0,0
F,308,16,1,16,0,0,1,0,0,0,0,0,0,0
F,200,2,8,46,2,0,3,1,0,1,0,0,0,0
F,137,10,2,16,0,0,1,1,0,0,0,0,0,0
F,291,16,2,24,0,0,0,1,0,0,0,0,0,0
F,289,14,1,14,0,0,0,1,0,0,0,0,0,0
F,107,2,2,8,1,0,0,0,0,1,0,0,0,0
F,229,10,12,40,2,4,3,1,1,0,0,0,0,0
F,256,32,9,60,0,2,3,3,1,0,0,0,0,0
